datasetKey,datasetTitle
b8866a8d-adc7-4a3a-887b-e59f830bb988,INNS records held by BIS in Powys and Brecon Beacons National Park
8971dfba-f762-11e1-a439-00145eb45e9a,University of Alberta E. H. Strickland Entomological Museum (UASM)
439e017b-c952-490b-9b5a-1e190e55bb15,SNH Invertebrate Site Condition Monitoring 2013/14: Whitlaw Mosses SSSI
e76c5f26-8089-4cf3-bcf6-343d320fa873,Handsome Fungus Beetles (Endomychidae) of Ireland
5dea998c-ee4e-4527-94a9-26963f2770f9,"Records from Harrow, London by Margaret Huitson 2014-2022, mainly from Stanmore Country Park where she is volunteer assistant warden"
06e9df25-f352-42d5-a753-31035591bfc9,Herefordshire Wildlife Trust - Records
b0b756f7-4e99-4ec4-9710-3891ae7bddd3,City of Edinburgh Natural Heritage Service - Bonaly Moorland Moth Survey
7c9a9634-b7df-4309-b6b4-971a42c901c5,2017 Onwards Rare Invertebrates in the Cairngorms Shining Guest Ant Survey Data
e36c72ed-3b15-49f8-97fc-faaa467eb59e,NRW Regional Data: South East Wales Non-sensitive species
8821e36f-2d25-44c8-a95e-fb978f38ecde,SER Site-based Surveys
d575bb70-0830-43b6-8974-6f25529fc26f,Microlepidoptera of Glamorgan
c0e410ad-0d01-49f3-a837-71982c0e0c32,TWIC Biodiversity Field Trip Data (1995-present)
dc2f90f9-02d2-4f47-b473-e7bf104530c9,Micro-moths distribution for Dumfries and Galloway
70921b14-8ee5-47a0-aea4-679ac21e8196,Collated IRTU Freshwater Surveys
aae308f4-9f9c-4cdd-b4ef-c026f48be551,Snow Entomological Museum Collection
1cd10854-e401-4822-ae48-adaeeedc647d,Northern Ireland Environment Agency (NIEA) Collated Species Records
942c4e36-624d-4054-a6cd-b7db0b24926a,Ty Canol National Nature Reserve (NNR) Species Inventory
f03ae1bb-de27-45ea-bc58-4911e17d308f,Wildwatch North Pennines AONB project records for Cumbria
2282809d-f37b-4568-9164-72ca2d17227b,izeltlabuak.hu observations validated to species level
aba10cb3-e79b-45f8-91a7-ef79d2133af9,City of Edinburgh Natural Heritage Service - Ranger Ad-hoc records and sightings
9bbc96e1-c096-4859-94eb-3c7cf5c28443,Citizen Science Beetle Records For Ireland
aaf8db97-14cb-4401-a192-373c53ee02af,"Benthic bycatch from dredge surveys for seed mussel (Mytilus edilus) stock assessment, Outer Ards, Northern Ireland"
abd3521c-f459-468e-9039-f989786147d4,Natural Resources Wales Regional Data : Mid-Wales
82d23348-0fee-4e2d-9152-48136ef54b2d,Seasearch Marine Surveys in Wales
340984fa-507b-4aa6-b59c-cce1dcee339f,Records from the RHS insect reference collection
5a24a6ee-e554-4946-97e2-1103e61c0e49,HBRG Falk and Jones Cairngorms records Dataset
430fea04-64f9-4959-bdc2-f5f0835eecb3,Invertebrate surveys of various ponds in Scotland between 2010 and 2015
84c91672-f762-11e1-a439-00145eb45e9a,Bryotropha (Lepidoptera: Gelechiidae) in Western Palaearctic
96404cc2-f762-11e1-a439-00145eb45e9a,"Entomology Division, Yale Peabody Museum"
393b8c26-e4e0-4dd0-a218-93fc074ebf4e,INSDC Host Organism Sequences
437fa56c-e7bb-4534-93c5-8af0bebd5d72,SNH Invertebrate Site Condition Monitoring 2013/14: North Rothiemurchus Pinewood SSSI
26fbc5cf-6232-4cd9-a32f-e18ea458bdbf,Rhagionidae of Ireland
540dea47-9e5d-4653-9249-63a7691bd6d1,2023 NRW Carmarthen Bay and Estuaries SAC sediment monitoring
8c4dc552-3d5b-4ae7-ad2a-3776b571d605,Tortoise Beetles (Cassidinae) of Ireland
54620587-8002-4fc6-9c31-f397ba067bab,Platypezidae of Ireland
3d10725a-b538-4c1f-b925-42b842f013a1,Nottingham Urban Wildlife Scheme iRecord download 2014 - 2017
8bf1d38a-850c-4603-a23e-3f8cd5bd972c,MoJ BioBlitz 2019
73cc6f7d-b3ec-40c5-adc7-52b9e0cbf236,"New state and host records for Agromyzidae (Diptera) in the United States, with the description of thirty new species"
ca0ade5b-06fc-4b1a-93d6-09488fc6ed6a,Manx Biological Recording Partnership VERIFIED records loaded between 05/09/2019 and 24/01/2024
b3a5b200-6167-11de-84c0-b8a03c50a862,"Zoological Museum Amsterdam, University of Amsterdam (NL) - Diptera_Tipulidae_Palearctic"
f09380a8-4d31-4e79-9b72-74ee26438553,"Revision of the Australian leaf beetle genus Cheiloxena Baly, 1860 (Coleoptera: Chrysomelidae: Spilopyrinae)"
cc2031d1-395d-4052-8ce1-796a08c3dbf2,DASSH Data Archive Centre - Statutory Surveys
48d5602a-fbea-417a-b5d3-46073a08efda,RHS Hemerocallis midge survey
3ab13bbb-8efa-4f6a-838b-b6a8eaa3f4df,Odonata Central
e351951e-32da-46d6-b61c-e9816d39e0d4,North Merseyside Local Species Data (DEFRA Grant 23169)
823a67e8-a485-41a0-a2cd-90686b4d56be,Species found in the NOMS estate 2005 - Present
3ecbd706-44d8-469d-b40b-3e1eacaa620c,Northumberland Wildlife Trust - Records
233ba471-91a2-47a4-9946-b7e844f2124c,Montgomeryshire Wildlife Trust records held by BIS
88fd0226-d867-4946-be8b-31f584f2201d,"NORSC - Sciaroidea, UiT Tromsø Museum"
852348b9-453f-4aa2-a9db-69f9cda6fc77,Borders Backyard Biodiversity
96193ea2-f762-11e1-a439-00145eb45e9a,Texas A&M University Insect Collection
6e09f9dc-0bf2-4c20-8ff6-bd898bbc4831,Radnorshire Wildlife Trust records held by BIS
3a1e6d69-9ec6-4dc9-bdaa-c2d77bc7e174,TWIC General Records (2015 - present)
cf3bdc30-370c-48d3-8fff-b587a39d72d6,eButterfly Surveys
c8c3b2ea-3b4f-491d-85dc-989d1f4d67bd,Biogeographic data from BODC - British Oceanographic Data Centre
9370db23-4798-44c1-9cff-47f06ef992a9,"Glasgow Museums Biological Records Centre: Coleoptera: Byyrhidae, Clambidae, Dascillidae & Phalacridae"
7a2ab795-6e71-4aad-bd0a-151d873d7d96,SNH Invertebrate Site Condition Monitoring 2015: Tweedwood - Gateheugh SSSI
c4056415-ca09-45cd-bd60-f235d6e551bc,Therevidae of Ireland
17a3e551-8814-4096-affd-d24a429516ad,Species on the Edge - Great Yellow Bumblebee Monitoring - Coll and Tiree
fdc42d8b-9c6b-4559-a706-a8130eb0d034,2017 Onwards Rare Invertebrates in the Cairngorms Northern Silver Stiletto Fly Survey Data
68513375-3aa5-4f6f-9975-d97d56c21d61,Illinois Natural History Survey Insect Collection
2b044aa9-1a9a-413e-8b18-ed09da575d3f,University of Tartu Natural History Museum and Botanical Garden Zooloogical Collections
ba9984d8-d982-4fe6-b81c-a7585790034a,"University of Texas, Biodiversity Center, Entomology Collection (UTIC)"
25d08a6f-2e51-4d1c-a318-d8c84b712a39,Outer Hebrides Insect Records from Literature
c55b8fbe-5e88-4dae-89fb-38df76c0b839,"Revision of the Australian species of Figulus MacLeay, 1819 (Coleoptera: Lucanidae)"
03f2256a-e548-43d7-a731-253302f4aa34,Naturalis Biodiversity Center (NL) - Hymenoptera
82b73cc2-9e3f-46d0-a836-c647383d7c88,Records 2004-2022 by Rosemary Etheridge
0de20c27-792a-461b-ae59-3ab8221a1113,Dorset SSSI Species Records 1952 - 2004 (Natural England)
f29ab192-5964-40ae-a397-fa48ffdf0661,Zoologische Staatssammlung Muenchen - International Barcode of Life (iBOL) - Barcode of Life Project Specimen Data
2f8ec7b5-87d7-43d4-bafc-2de617998c34,City of Edinburgh Natural Heritage Service - Historical Records
6647ca7e-cf35-4eb1-8b0c-b8756a1ba6bd,Marine Intertidal Phase 1 Species Dataset from the Countryside Council for Wales 1996-2005
b84a3711-b4ca-4e4f-adac-80dfaea98d1c,Hatikka.fi observations
0ba43f1c-9dc7-4d49-ae90-60d47fd290f3,LifeWatch observatory data: phytoplankton observations by imaging flow cytometry (FlowCam) in the Belgian Part of the North Sea
339d7931-baca-4660-b650-93836399567f,"SNH Invertebrate Site Condition Monitoring of Invertebrate Assemblages at ten SSSIs, 2011-12"
cfa7bdfb-4b6d-47cd-9a42-55ab7d2e5dac,Freshwater Site Visits and Ad-hoc Sightings
b19a2611-fd69-44fa-be86-ccfb945d7294,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Cragbank and Wolfehopelee SSSI
09bafadb-2895-4513-aa23-a3a312d619b9,"Zum Vorkommen zweier heimlicher Blattkäfer in der Schweiz: Cryptocephalus imperialis (Laicharting, 1781) und C. octomaculatus Rossi, 1790 (Coleoptera, Chrysomelidae)"
c43398cc-5d6e-4f20-86d5-7ed3ca704531,"Rubiaphis, a new aphid genus from the Altai Republic (Homoptera: Aphididae, Macrosiphini)"
50804764-9c66-4448-8537-6767167e83c5,"NRW Regional Data: all taxa (excluding sensitive species), West Wales"
fb2ad96e-71d0-4735-815a-32371fec99f7,Neuropteren Deutschlands (Neuropterida of Germany)
fcb5e1b0-1d32-4784-a405-49714c25ca18,TWIC Site Surveys (2010 - present)
73319645-c321-48ed-b923-b3782a203589,IberArthro: A database compiling taxonomic and distributional data on Ibero-Balearic arthropods
b0d83536-9102-4aa6-ad8f-570b9db6c77e,Fermanagh Flora
7118a4ac-2cb2-4c10-b283-c8d2b7c7d5d5,"Riverfly Census - Aquatic invertebrate species occurrence, for the calculation of pressure biometric scores in English and Welsh rivers covering the period 2015 - 2018"
77b65773-a728-4b63-801a-69d822ab946a,Dipterists Forum: Field Week 2004 (Wiltshire)
09d0d38e-7912-44d1-9187-7f9dfa7bb57d,Woodmeadow Invertebrate Survey 2015
d09e131c-79c6-4605-b373-ce38383ea9d7,Natalie Harmsworth's Records (2010-2019)
575dc0d8-dc34-4499-9524-8cb074751d7f,Empididae of Ireland
ef7e0d45-c59f-4f48-afa3-53d9f545de56,St Andrews BioBlitz 2015
dce8feb0-6c89-11de-8225-b8a03c50a862,Australian Museum provider for OZCAM
c7a17d4f-5076-4123-86c2-b74c67822117,2012-2014 Orkney Islands Council Marine Non-Native Species Monitoring Programme
97eccb39-8a7b-4711-82ef-5f61afc1cf0c,Dr Mary Gillham Archive Project
a2a36824-70bb-431a-a5a4-1f848e5cc9b3,Agri-Food and Biosciences Institute Marine Surveys
66276aee-900b-4259-bc7a-bcfbcb6d56b8,NHMO DNA Bank Arthropod collection
b87b2913-b9ad-4ec5-8272-0978994acce4,SNH Invertebrate Site Condition Monitoring 2013/14: River Spey - Insh Marshes SSSI
7665ea62-9fe3-4cc9-baac-8b0c228cf078,"Revision of the stag beetle genus Ryssonotus MacLeay (Coleoptera: Lucanidae), with descriptions of a new genus and three new species"
20c61fa5-80fd-42f8-bf78-c6aec17d229b,Yorkshire Wildlife Trust - Records
3f7df4de-b7dc-4376-b808-e479925a5ee4,A revision of the Myopsalta crucifera (Ashton) species group (Hemiptera: Cicadidae: Cicadettini) with 14 new species from mainland Australia
85c50f0f-6d60-4f81-8f12-c641deecb80a,Glasgow Museums Biological Records Centre: Diptera: Hippoboscoidea
80ff248c-ae04-4cf2-8f9b-5114a4bc75e5,Site Condition Monitoring of dragonflies on Loch aí Mhuilinn SSSI - 2010
f94d9259-dff1-461a-8fc3-7476be2cc149,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Fannich Hills SSSI
8ad85291-8e3e-4cdc-8be9-ac1c552b9e02,Bohemannia auriciliella (Nepticulidae) specimen data
935e993c-d04b-43aa-b635-d2b887287fae,Coccinellidae Data
ee5f5e73-28e3-4018-abc9-12dbf3a07553,"SEWBReC Myriapods, Isopods, and allied species (South East Wales)"
402a90d1-8180-43c4-bd7d-5799d2da6e7f,"Diptera Holarctic (MZH/Luomus, Helsinki, Finland)"
bcd789f6-3b57-4a0b-9eaa-43938025b586,Longhorn Beetles of Ireland
99e1cbb0-30b1-11de-b170-b8a03c50a862,Carabidae of Wales and England
bcbfd319-8813-4b6d-b529-07dc5a6ccf56,Dung Beetles of the Western Palaearctic
821cc27a-e3bb-4bc5-ac34-89ada245069d,"NMNH Extant Specimen Records (USNM, US)"
0378f600-438c-4699-8906-174b3b10bdd9,Revision of the genus Calofulcinia Giglio-Tos (Mantodea: Nanomantidae: Fulciniinae) in Australia
52246141-e0f3-4806-8de1-6911bc2436b8,Dorset SW Pilot species dataset
a6317f9b-de67-486c-97e9-73a2d7d88b05,Calliphoridae (Blowflies) of Ireland
49f8c381-6429-427b-8c8c-5e414e8fe36b,SNH Invertebrate Site Condition Monitoring 2015: Maidens to Doonfoot SSSI
c10629c3-3b43-4478-8ab7-f2b8a61147a7,City of Edinburgh Natural Heritage Service - Common Blue & Six Spot Burnet Moth Survey
1a635d8e-8a8a-4850-9d44-66a6d5f68885,Dipterists Forum - Field Weeks 2000 & 2001 (Cornwall & Devon)
f68a06a3-5d58-4782-a913-b255f0b177c9,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Taynish Woods SSSI
4dce5e5a-9601-41d1-a4d0-d1c7b7b19ccd,"A new species of Protearomyia (Diptera, Lonchaeidae) with a review of the genus in the Palearctic"
2a1034af-7400-4e8c-b21b-3837926a9682,Coleoptera Palaearctic (Luomus) (PC)
552f282a-92a6-4f41-95ef-c6537026fbeb,Denver Museum of Nature & Science - Entomology
e8d35bac-2abd-47ff-ada4-a0ed81427973,ZFMK Diptera Collection
6c634b12-3739-4995-84f5-a99990ead9ca,LWIC - Local Patch Project
4d4e7415-5800-4d8b-8d4d-6de938e8d38c,Species Records for John Muir Trust Properties 2007-2009
1bec5de3-758c-4ed2-ab13-1597601ad07a,"Terrestrial and limnic invertebrates systematic collection, NTNU University Museum"
73c3ce16-26a7-4b91-ab5b-590a6ade5b22,Ben Eighe NNR invertebrate records compiled from SNH files
4e934fdd-4774-4a2e-b695-fc675ba82f5e,Porcupine Marine Natural History Society Dataset
ae24fb7b-af3c-478c-a1ed-2215a90793cc,Brigham Young University Arthropod Museum
4f1e2dec-1114-4cb5-8172-bcb1bc39bcab,HNCF BioBlitz and organized survey records from 2023 and 2025
4b53abe5-4f32-495d-a587-b2ea7ac4c760,2017 Onwards Muirkirk & North Lowther Uplands SPA species records
1af83152-24f7-4df7-afbc-b213b62175bb,Estonian University of Life Sciences Institute of Agricultural and Environmental Sciences Entomological Collection
0ffc8493-329b-4cba-a04c-89d868cc746c,Glasgow Museums Biological Records Centre: Coleoptera: Monotomidae
e5f48d9b-56ea-4684-93ac-cf2ca6ff3021,Robberflies of Ireland
ad1afe46-7393-4fac-9a6d-79c44b1377d7,The genus Rhabdomastix Skuse in Australia (Diptera: Tipuloidea: Limoniidae)
36a5c75f-106f-4d92-8574-1966b8a87159,City of Edinburgh Natural Heritage Service - Harperrig Otter Survey
80576d53-992a-41f3-a3e3-dfd0fa0242ee,Ireland's BioBlitz
edd017b6-bf00-4b00-93ad-9789c42a36b1,"Species data for Scottish waters held and managed by Scottish Natural Heritage, derived from benthic surveys 1993 to 2018"
cb4c3a5c-3b28-41a3-ace9-9fa7c60e0b31,Cumbria Non Native Invasive Species
844b5647-f5d8-48b3-a900-1b50aea2d13f,"SNH Invertebrate Site Condition Monitoring 2015-16: Culbin Sands, Culbin Forest and Findhorn Bay SSSI"
c2722072-2464-41d0-b82e-adb4ef553550,SNH Invertebrate Site Condition Monitoring 2015-16: Morrich More SSSI
eda0e170-a39f-44fc-9c03-cce4f7417df7,The Wildlife Information Centre - BioBlitz Events
83784f5e-f762-11e1-a439-00145eb45e9a,"Museo Nacional de Ciencias Naturales, Madrid. Colección de Tejidos y ADN"
e2c6a7ae-f2f7-45cb-a9c0-e885dd74927c,"Host associations of Melanterius Erichson (Coleoptera: Curculionidae: Cleogonini), with a diagnosis and delimitation of the genus and description of five new species"
c01ddb0f-b7e4-4723-b630-7e0c2217230e,2017 North Devon Area of Outstanding Natural Beauty (AONB) Combe Martin Devon Bioblitz
6cb824fd-7c2e-491b-85c9-156f1c4f9b29,SNH Invertebrate Site Condition Monitoring 2013/14: Black Wood of Rannoch SSSI
22b6fd5b-4dbe-4367-9a76-1bee6f5acdf6,"Nine new species of Agromyzidae from North Carolina, USA, with new host and distribution records for additional species"
d02e2f00-f839-44d1-a59e-bbf2a0c16c6e,SNH Invertebrate Site Condition Monitoring 2015-16: Crannach Wood SSSI
22dd29b2-ecdc-449f-96d0-e50141952ea3,OWRG Insects
ee0321a6-9e6d-4501-94aa-f12cef9c5680,David Dodds Associates Ltd - Species Records
a307e4d7-1de2-4adc-95d5-a0a8d5f57236,Natural History Museum Rotterdam - Specimens
9566b8fc-3f1d-472b-b037-7ceb5e4e94f9,HeathNet data
c497c84a-ba5e-439d-8932-b23df520e529,SNH Invertebrate Site Condition Monitoring 2013/14: Earlshall Muir SSSI
2995852e-1cb1-49dc-ba7e-37554ca8f144,"Revision of Australian Brachysandalus with the description of nine new species including one cavernicolous species (Hemiptera: Heteroptera: Reduviidae), and observations on male extragenital structure and leg teratology"
4c25bc7d-d53a-4c78-8d41-d406db7d8315,2009 The Marine Biological Association of the UK (MBA) Wembury Bioblitz Survey
771894e7-583a-4873-8a60-f7610402849f,Site Condition Monitoring of Marsh Fritillary on designated sites in west Scotland 2014-15
c1577bcc-8119-4817-b605-06c655a0ea01,City of Edinburgh Natural Heritage Service - Large Red Damselfly Survey
4d46102b-5337-4dc3-b901-8d6eda71d2d9,European stag beetle monitoring network: transect observations
1ecc4252-ce67-4f4e-aa86-4250ddd07e6d,City of Edinburgh Natural Heritage Service - Small Pearl-bordered Fritillary Survey
12947330-5546-4beb-94f3-06c43d8723e7,Immature stages of the Australian flower-loving fly Apiocera striativentris (Diptera: Apioceridae)
e664589c-33c8-4c59-8e05-4eccaaeb90b1,Coleção Entomológica Padre Jesus Santiago Moure (DZUP) - Diptera
22f40db4-cdeb-499c-82fe-5d401829747d,Norfolk and Suffolk Broads Invertebrate Data 2007-2008
2e4cc37b-302e-4f1b-bbbb-1f674ff90e14,Biofokus
88e38292-f762-11e1-a439-00145eb45e9a,Mosquito Occurrence Dataset
9940af5a-3271-4e6a-ad71-ced986b9a9a5,"Entomological Collections (NHRS), Swedish Museum of Natural History (NRM)"
b0c91373-f373-40e5-98df-6320d9047c2c,Heleomyzidae of Ireland
1bf8f32b-4d03-439c-9144-1396f8f265d1,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Glen Tarff SSSI
a71b06c8-c62d-46ed-8daa-f10b0aeca0da,Marine Offshore Seabed Survey data held by JNCC
ebabb49d-8838-4097-ac73-3895ec3161c5,Mayflies (Ephemeroptera) of Ireland
5c2c3c97-2010-4b2f-bacb-2a095c935afc,RSPB Lochwinnoch incidental species records
dfd79005-4ec1-4c43-8e1b-e566b7590aab,"2014 Scottish Natural Heritage (SNH) site check survey of intertidal sediment flats of Loch Moidart, Lochaber"
56a5cb72-db94-42f5-9f71-de81e56588b7,SNH Invertebrate Site Condition Monitoring 2013/14: Abernethy Forest SSSI
c0514295-6c2e-45b1-82d9-d936513a6664,Fleas (Siphonaptera) of Ireland
14cca4af-8e6e-4314-9653-de7b148c76c9,The UK Archive for Marine Species and Habitats Data
c293d351-7a9b-4963-b81b-b8dfa96fae1b,SNH Invertebrate Site Condition Monitoring 2013/14: Crathie Wood SSSI
4fa0d1fc-ad2f-4c0d-b716-278693f91afc,"Species Records for John Muir Trust Properties Nevis, Sandwood, Quinag and Schiehallion 2010."
ad05fb6a-3087-433c-a1d7-ef8ab0ab966d,New black fungus gnats (Diptera: Sciaridae) from Eastern Australia
f9e48836-88b1-47d3-bb82-7a62ea22dd7d,HBRG Highland Seashore Project Dataset
36037514-64e6-4cde-88f9-583b4b9d8bf1,"A key to European species of Hyposoter Förster, 1869 (Ichneumonidae: Campopleginae) with descriptions of 18 new species, and notes on all included species"
4046a762-a3be-4bef-9a6a-58768604fe15,R. Manning's Records
00c913d4-7148-46b3-9aa6-b2a158fa721b,Invertebrate Data from Grazing Marshes East Sussex/South-west Kent
26f5b360-8770-4d54-9c2d-397798a5e513,"Entomology, Oslo (O) UiO"
a3f862ed-9a34-40e3-8385-2c253bf50ad8,2009 - ongoing The Marine Biological Association of the UK (MBA) Devon and Cornwall Bioblitz Surveys
990e845f-836b-4467-bc5f-46c8495259ec,Seasearch Marine Surveys in Scotland
f6384b4e-64c0-4d0d-b080-a3f7cc3ae745,SNH Invertebrate Site Condition Monitoring 2015: Lindean Reservoir SSSI
5c87763e-daa1-4ea4-9c6a-210e78922dd8,Metagenome data from DNA stable isotope probing of Stiffkey saltmarsh sediment microcosms to investigate methanogenesis from choline
36bbd707-c6f6-44a2-b6b0-7e94ced2820c,City of Edinburgh Natural Heritage Service - General Public Records
f61ac482-69bb-43f8-b777-6ff5b302e577,Biological Recording in Scotland - Scotsman Wildlife Surveys
e1beb83c-9b83-4d17-ac5e-d24e09507ec5,BoBO - Botanic Garden and Botanical Museum Berlin Observations
530febaa-b914-416c-b3bf-f49a1dd821f0,BCE butterfly data expert holiday data throughout Europe
4537f6d0-0302-4606-a893-c8dfaac4fa2a,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Merrick Kells SSSI
5828a31f-669c-4994-904e-0e16f9ae07ed,"Revision of the Eurasian species of Aegilips Haliday, 1835 (Hymenoptera: Figitidae: Anacharitinae)"
3a042642-8151-4ed9-871b-72062df75838,BTCV wildlife counts recording workshops
531573c2-bb29-4194-8c2a-dfb98b951640,Bumblebees of the hypnorum-complex world-wide including two new near-cryptic species (Hymenoptera: Apidae)
84ecc4aa-f762-11e1-a439-00145eb45e9a,European Lepidoptera Observations by Donald Hobern
380a3068-382a-4435-af14-951a8051ea7a,City of Edinburgh Natural Heritage Service - Ranger Patrol Records
85e38c14-c3d4-4f16-b1dc-5cf0f5b601c8,Dipterists Forum: Field Week 2002 (Inverness)
44fb5823-c1f5-4ac7-8e06-795a09a138f2,Frost Entomological Museum
58308400-8f07-4f6c-bf07-6b8feea83872,USMB Insecta
8c94136f-6274-4ca9-b05d-562871277f99,SNH Invertebrate Site Condition Monitoring 2015: Blind Moss SSSI
d505ee59-5898-4bb6-92d9-db1daf4cb7db,SNH Invertebrate Site Condition Monitoring 2015: Lurgie Loch SSSI
6ce9819a-d82b-41e1-9059-0dd201f15993,"Entomological collections, UiB"
c1df184e-1340-4ab1-a045-b6e4752f7fa2,Data from Defra Family Organisations supplied to Staffordshire Ecological Record
cf8107e1-68be-4c76-a71d-05d96aeea4cb,Dipterists Forum: Field Week 2016 (Canterbury)
e336c199-0a34-4a59-b991-9dbb8b10ca26,SNH site condition monitoring of SSSIs for water beetles 2010
e7e62d11-e6b8-4532-af4c-338192b58b21,British records of herpetofauna published in the British Herpetological Society's journals
241f9bd4-613e-4050-9fe0-2ff44b526c84,St Andrews BioBlitz 2014
d1a83101-767a-4024-8866-fa4e8fca757d,2024 Fisheries Industry Science Partnership (FISP) North Eastern Inshore Fisheries and Conservation Authority (NEIFCA) North East Inshore Habitat and Species Abundance Video Tow
b0b7f5f6-51bf-4b04-a592-4835e4d7590f,World Museum Xoridinae (Ichneumonidae) from MIMSY up to December 2022
e2a7da6f-e289-4bf8-a0d8-657c2b2d38c2,SNH Invertebrate Site Condition Monitoring of Beetle Assemblage Features 2015: Abbey Craig SSSI
26098c25-8f7f-4c71-97ac-1d3db181c65e,NMNH Material Samples (USNM)
686c1b9b-5f29-4e1f-8c28-f9779d264579,Porcupine Marine Natural History Society Dataset
41c3ea59-4cba-4708-bb9d-2b5ad9a402e7,Dipterists Forum: Field Week 2015 (Nottinghamshire)
1733c941-a75a-46dd-b08f-84cea716a14a,2018 North Devon Coast Areas of Outstanding Natural Beauty Northam Burrows BioBlitz
838a6ba8-f762-11e1-a439-00145eb45e9a,"Instituto de Investigación CIBIO, Universidad de Alicante: CEUA"
80187caf-3e88-4dc1-8ded-6efcdcddaafc,SNH Invertebrate Site Condition Monitoring 2015: Carrick Ponds SSSI
a10bc4ad-ba01-4947-8ecb-470a18811005,Florida State Collection of Arthropods
2af0d55b-a0fc-475c-a32f-d68282b6cc67,ICES Zoobenthos Community dataset
e0459621-92c2-40ac-9934-72b3b1384dc3,NHMD Entomology Collection
24ba0f2a-a324-465e-8c59-6b8164217857,"Abundance and biomass of infaunal species as part of Essential fish habitat surveys, Co. Down Coast (Northern Ireland) 2012-2013."
c803bce9-4469-43db-8acd-8291d035b6a2,"Australian Diplectroninae reviewed (Insecta: Trichoptera), with description of 21 new species, most referred to a new genus"
3a6ab9d2-a0e2-4c16-8040-2e1ad912547c,SNH Invertebrate Site Condition Monitoring 2013/14: Alvie SSSI
ecae8848-bc90-499e-bf2d-9bcee74fb2f3,Tyne River Macroinvertebrates 2020
09435c69-7ec7-46f4-b52f-5131baa10143,Cornell University Insect Collection (CUIC)
56b95391-2f2b-4019-9713-5936875ad355,Published ant (Hymenoptera: Formicidae) records from the island of Cyprus
6fa3cf71-7867-4143-adb3-0729df995932,Insects and other arthropods collected and/or identified by Roel van Klink and Corinna Rickert
1671ddfb-1f8a-4d24-ab4d-50adb89af001,Auckland Museum Entomology Collection
53c36c0e-ae07-4f51-bc1d-983922c8df73,The Wildlife Information Centre - LBS Network Strategic Survey
1c1a4f5c-d754-41f9-88ee-0cc4f547dd77,Deanophlebia: A new genus of south-eastern Australian mayflies and subsequent redefinition of the subgenus Nousia (Australonousia) (Ephemeroptera: Leptophlebiidae)
705c0c0a-cf0a-4dd2-9332-d42db4601ffd,"The Suguru Igarashi Insect Collection (Lepidoptera: Hesperiidae) of The University Museum, The University of Tokyo"
61f146f8-f5e1-49f8-bc58-bed4b52be308,Lonchaeidae of Ireland
478f5929-8ea5-4941-bb69-49fbeab97530,BIOMÔR 4 The Outer Bristol Channel Marine Habitat Study
87603385-f33f-4577-8e50-ab67f36faa35,CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Bruno OGER
ea78863e-a6d4-41c7-99b6-8063c90102e5,Back from the Brink Willow Tit Annual Survey Data
b26c7789-100d-411d-b9b5-5de3b26a3a8e,Records by Russell Miller
92c883e0-30b2-11de-b171-b8a03c50a862,Weevils of Wales and England
1ee2f194-4c11-4212-a77a-28a4cfcd5c50,SNH Invertebrate Site Condition Monitoring 2013/14: Glenmore Forest SSSI
57c72665-0203-45b5-b645-20d7c4d922c2,Shieldbug Records
9505d1b0-c7b8-11de-b279-e4d24581262a,Craneflies of Ireland
7182d6f0-9a7d-42e4-824f-cdce194bbff9,"Western Palaearctic Ectoedemia (Zimmermannia) Hering and Ectoedemia Busck s. str. (Lepidoptera: Nepticulidae): five new species and new data on distribution, hostplants and recognition"
48527336-7ead-4877-8152-55f3e657409c,Great British Bee Count 2016 - Stage 2 (records verified from photo)
dd946360-820d-4959-a752-77ed01cdc661,Species Surveillance Project - NNR Priority Species
3dc00daf-4d79-4388-a579-b4567b7ab9ed,SNH Invertebrate Site Condition Monitoring 2015: Dunhog Moss SSSI
fb9863f4-68cf-4e90-bc4d-2b15bdebf889,Entomologische Sammlung (ETHZ-ENT) of Eidgenössische Technische Hochschule Zürich
8a6232d7-f93e-45a3-8b16-556aa732cd39,Northern Arizona University - Arthropod Collection
813d800b-7d9f-4550-9e04-1e13bb114e7e,The Rock Pool Project database - intertidal species records from rocky shore habitats - from February 2019
4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,"Museum of Comparative Zoology, Harvard University"
4c86fa9e-5cda-46d6-bd48-910ece0acf61,"Leaf-feeding species of the genus Liothrips from China (Thysanoptera, Phlaeothripinae)"
f692203b-d7e8-4b2d-9be9-31a61ae68a24,"Curated barcode collection of Auchenorrhyncha, processed by Symbiosis Evolution Group, Faculty of Biology, Jagiellonian University"
88192512-176a-4b60-8795-ac034f26ef66,An annotated taxonomic checklist of the Neotropical Gracillariidae (Lepidoptera) with links to the information on host plants and parasitoids
1fef1ead-3d02-495e-8ff1-6aeb01123408,Mosquito Alert Dataset
ea2642d2-1623-491e-b186-d693994b9a2c,Caledonian Conservation Ltd Incidental Records 2014 onwards
